id,lon,lat,elev
20939210.0,-80.2934425,43.3879503,316.0
20939211.0,-80.2931258,43.3879773,316.0
20939796.0,-80.2996416,43.4214545,315.0
20939797.0,-80.2982503,43.4212803,323.0
20939798.0,-80.2978729,43.4212571,325.0
20939799.0,-80.2973147,43.4212822,325.0
20939800.0,-80.296413,43.4214188,323.0
25131150.0,-80.2953091,43.4216153,320.0
20939801.0,-80.294155,43.4218299,318.0
20939802.0,-80.2934214,43.4219624,317.0
3383714817.0,-80.2924389,43.422176,316.0
14965602.0,-80.2923094,43.4222042,316.0
20953413.0,-79.3750577,43.6735695,110.0
3637387723.0,-79.3750016,43.6735833,110.0
3637387726.0,-79.374874,43.6736207,108.0
3637387729.0,-79.3747267,43.6736638,111.0
3637387734.0,-79.3744045,43.6737582,110.0
3637387736.0,-79.3741696,43.673827,109.0
20953414.0,-79.3741122,43.6738438,109.0
