X,Y,id,CMAUID,CTUID
-79.6346921180486,43.7286685464173,35211069,535,5350531.02
-79.6373527875239,43.7264221516058,35211070,535,5350531.02
-79.6270788859969,43.6410827438513,35212021,535,5350528.35
-79.6448592198161,43.6239632871932,35212022,535,5350528.35
-79.6494758195324,43.62490378139,35212023,535,5350528.35
-79.6481784418298,43.6225681003667,35212024,535,5350528.35
-79.6456711366819,43.6204065163276,35212025,535,5350528.35
-79.7555946337724,43.7377015602663,35211162,535,5350576.16
-79.7603729725383,43.7504692168898,35211170,535,5350576.17
-79.7200670275901,43.6828404764042,35211259,535,5350570.01
-79.6093825912762,43.6298525808576,35211001,535,5350527.02
-79.6019018316173,43.6260250729527,35211003,535,5350527.02
-79.5987147494444,43.6220667063482,35211005,535,5350526.01
-79.6023988084707,43.6203239989437,35211006,535,5350523.00
-79.6032836510134,43.6181741992269,35211007,535,5350523.00
-79.6028595902331,43.6149581205948,35211008,535,5350523.00
-79.5978248464316,43.6105002062213,35211009,535,5350524.02
-79.596218213738,43.6248354330472,35211010,535,5350526.01
-79.5961201183099,43.6261748128067,35211011,535,5350526.01
-79.6003277957032,43.6308238933921,35211013,535,5350527.02
-79.5970883330383,43.6328279835831,35211014,535,5350527.04
-79.7035551736307,43.7231506567824,35211403,535,5350564.01
-79.7150772739314,43.7184765531095,35211405,535,5350563.01
-79.6368210572166,43.7319492065605,35211104,535,5350531.02
-79.6393563956924,43.7315400659648,35211105,535,5350531.02
-79.6433253781967,43.7320376495463,35211106,535,5350531.02
-79.6315726833533,43.7342327914902,35211107,535,5350531.02
-79.6281902042439,43.7297311928777,35211108,535,5350531.02
-79.6300502334823,43.7309782076066,35211109,535,5350531.02
-79.6539155022471,43.6105146915396,35211032,535,5350528.25
-79.6593825432178,43.609719277387,35211033,535,5350528.26
-79.657095326013,43.6067743122271,35211034,535,5350528.26
-79.6620278078522,43.608737825315,35211035,535,5350528.26
-79.659766333103,43.6108464876349,35211036,535,5350528.26
-79.6635621665192,43.6120490962404,35211037,535,5350528.26
-79.6642808920312,43.6091304550572,35211038,535,5350528.26
-79.6656981054973,43.6068978361938,35211039,535,5350528.24
-79.6865429992206,43.5564461854495,35211428,535,5350516.11
-79.7383974748783,43.5715333398628,35211430,535,5350516.28
-79.6158134719031,43.5838667721732,35211432,535,5350521.05
